"id";"NameStrat";"Link";"Version";"Exchange";"Pair";"Start1";"Start2";"StartDate";"EndDate";"HoldResult";"StratResult";"totalResult";"nbTrades";"backTestTime";"graphlocation"
"249";"⭐⭐⭐DUNLOPILLO VEHLAS V2";"https://platform.kryll.io/marketplace/5db9cb0f668a9e52c5ba79a5";"VERSION 2";"";"BNB / BTC";"0 BNB";"0.1 BTC";"03/07/2020";"";"+14.362";"+14.028";"-0.333";"5 trades";"14";"GRAPHS/249.png"
"250";"⭐⭐⭐DUNLOPILLO VEHLAS V2";"https://platform.kryll.io/marketplace/5db9cb0f668a9e52c5ba79a5";"VERSION 2";"";"BNB / USDT";"0 BNB";"500 USDT";"03/07/2020";"";"+15.936";"+10.979";"-4.957";"4 trades";"12";"GRAPHS/250.png"
"251";"INFINITY PIGGY";"https://platform.kryll.io/marketplace/5e70684b2cb828121ecacc0d";"VERSION 1";"";"LINK / BTC";"0 LINK";"0.1 BTC";"03/07/2020";"";"+27.096";"+14.374";"-12.722";"31 trades";"42";"GRAPHS/251.png"
"252";"INFINITY PIGGY";"https://platform.kryll.io/marketplace/5e70684b2cb828121ecacc0d";"VERSION 1";"";"XTZ / BTC";"0 XTZ";"0.1 BTC";"03/07/2020";"";"+15.47";"+4.447";"-11.023";"18 trades";"38";"GRAPHS/252.png"
"253";"INFINITY PIGGY";"https://platform.kryll.io/marketplace/5e70684b2cb828121ecacc0d";"VERSION 1";"";"ADA / BTC";"0 ADA";"0.1 BTC";"03/07/2020";"";"+31.498";"+9.409";"-22.089";"37 trades";"47";"GRAPHS/253.png"
"254";"BULLISH_BOY";"https://platform.kryll.io/marketplace/5d9cf6b21f908586fcad1d45";"VERSION 4";"";"DATA / BTC";"0 DATA";"0.1 BTC";"03/07/2020";"";"+8.789";"+2.478";"-6.311";"1 trade";"13";"GRAPHS/254.png"
"255";"BULLISH_BOY";"https://platform.kryll.io/marketplace/5d9cf6b21f908586fcad1d45";"VERSION 4";"";"DLT / BTC";"0 DLT";"0.1 BTC";"03/07/2020";"";"+13.237";"+0.997";"-12.24";"1 trade";"13";"GRAPHS/255.png"
"256";"BULLISH_BOY";"https://platform.kryll.io/marketplace/5d9cf6b21f908586fcad1d45";"VERSION 4";"";"EDO / BTC";"0 DATA";"0.1 BTC";"03/07/2020";"";"+8.789";"+2.478";"-6.311";"1 trade";"13";"GRAPHS/256.png"
"257";"BULLISH_BOY";"https://platform.kryll.io/marketplace/5d9cf6b21f908586fcad1d45";"VERSION 4";"";"ENG / BTC";"0 ENG";"0.1 BTC";"03/07/2020";"";"+12.508";"0.00";"-12.508";"Aucun trade";"11";"GRAPHS/257.png"
"258";"BULLISH_BOY";"https://platform.kryll.io/marketplace/5d9cf6b21f908586fcad1d45";"VERSION 4";"";"EOS / BTC";"0 EOS";"0.1 BTC";"03/07/2020";"";"+9.62";"-1.035";"-10.655";"1 trade";"13";"GRAPHS/258.png"
"259";"BULLISH_BOY";"https://platform.kryll.io/marketplace/5d9cf6b21f908586fcad1d45";"VERSION 4";"";"GO / BTC";"0 GO";"0.1 BTC";"03/07/2020";"";"+14.415";"0.00";"-14.415";"Aucun trade";"10";"GRAPHS/259.png"
"260";"BULLISH_BOY";"https://platform.kryll.io/marketplace/5d9cf6b21f908586fcad1d45";"VERSION 4";"";"GTO / BTC";"0 GTO";"0.1 BTC";"03/07/2020";"";"+24.875";"+11.658";"-13.217";"3 trades";"12";"GRAPHS/260.png"
"261";"BULLISH_BOY";"https://platform.kryll.io/marketplace/5d9cf6b21f908586fcad1d45";"VERSION 4";"";"GVT / BTC";"0 GVT";"0.1 BTC";"03/07/2020";"";"+3.117";"0.00";"-3.117";"Aucun trade";"10";"GRAPHS/261.png"
"262";"BULLISH_BOY";"https://platform.kryll.io/marketplace/5d9cf6b21f908586fcad1d45";"VERSION 4";"";"MDA / BTC";"0 MDA";"0.1 BTC";"03/07/2020";"";"+8.603";"0.00";"-8.603";"Aucun trade";"11";"GRAPHS/262.png"
"263";"BULLISH_BOY";"https://platform.kryll.io/marketplace/5d9cf6b21f908586fcad1d45";"VERSION 4";"";"RCN / BTC";"0 RCN";"0.1 BTC";"03/07/2020";"";"-6.76";"-3.05";"+3.71";"2 trades";"13";"GRAPHS/263.png"
"264";"GOOD BEAR";"https://platform.kryll.io/marketplace/5d9c82d68ca113803a597e71";"VERSION 3";"";"BTC / USDT";"0 BTC";"500 USDT";"03/07/2020";"";"+1.436";"0.00";"-1.436";"Aucun trade";"10";"GRAPHS/264.png"
"265";"[ETH/USD] CRYPTACC CYCLE";"https://platform.kryll.io/marketplace/5c52fa8a261cbf059fc530d7";"VERSION 1";"";"ETH / USD";"0 ETH";"500 USD";"03/07/2020";"";"+5.59";"+2.893";"-2.697";"2 trades";"10";"GRAPHS/265.png"
"266";"[ETH/USD] CRYPTACC CYCLE";"https://platform.kryll.io/marketplace/5c52fa8a261cbf059fc530d7";"VERSION 1";"";"ETH / EUR";"0 ETH";"500 EUR";"03/07/2020";"";"+4.946";"+2.666";"-2.279";"2 trades";"11";"GRAPHS/266.png"
"267";"[ETH/USD] CRYPTACC CYCLE";"https://platform.kryll.io/marketplace/5c52fa8a261cbf059fc530d7";"VERSION 1";"";"ETH / USDT";"0 ETH";"500 USDT";"03/07/2020";"";"+5.628";"+2.97";"-2.658";"2 trades";"10";"GRAPHS/267.png"
"268";"[ETH/USD] CRYPTACC CYCLE";"https://platform.kryll.io/marketplace/5c52fa8a261cbf059fc530d7";"VERSION 1";"";"ETH / USDC";"0 ETH";"500 USDC";"03/07/2020";"";"+5.369";"+2.765";"-2.604";"2 trades";"10";"GRAPHS/268.png"
"269";"[ETH/USD] CRYPTACC CYCLE";"https://platform.kryll.io/marketplace/5c52fa8a261cbf059fc530d7";"VERSION 1";"";"ETH / GUSD";"0 ETH";"500 GUSD";"03/07/2020";"";"+4.926";"+2.451";"-2.475";"1 trade";"10";"GRAPHS/269.png"
"270";"[ETH/USD] CRYPTACC CYCLE";"https://platform.kryll.io/marketplace/5c52fa8a261cbf059fc530d7";"VERSION 1";"";"ETH / PAX";"0 ETH";"500 PAX";"03/07/2020";"";"+5.385";"+2.719";"-2.666";"2 trades";"10";"GRAPHS/270.png"
"271";"BTC ACCUMULATE & SELL";"https://platform.kryll.io/marketplace/5c4f298cd645c39f90cbbb8c";"VERSION 1";"";"BTC / USDT";"0 BTC";"500 USDT";"03/07/2020";"";"+1.604";"0.00";"-1.604";"Aucun trade";"10";"GRAPHS/271.png"
"272";"BTC ACCUMULATE & SELL";"https://platform.kryll.io/marketplace/5c4f298cd645c39f90cbbb8c";"VERSION 1";"";"BTC / PAX";"0 BTC";"500 PAX";"03/07/2020";"";"+1.508";"0.00";"-1.508";"Aucun trade";"10";"GRAPHS/272.png"
"273";"BTC ACCUMULATE & SELL";"https://platform.kryll.io/marketplace/5c4f298cd645c39f90cbbb8c";"VERSION 1";"";"BTC / USD";"0 BTC";"500 USD";"03/07/2020";"";"+1.33";"0.00";"-1.33";"Aucun trade";"10";"GRAPHS/273.png"
"274";"BTC ACCUMULATE & SELL";"https://platform.kryll.io/marketplace/5c4f298cd645c39f90cbbb8c";"VERSION 1";"";"BTC / USDC";"0 BTC";"500 USDC";"03/07/2020";"";"+1.197";"0.00";"-1.197";"Aucun trade";"10";"GRAPHS/274.png"
"275";"FENIX PIGGYBANK";"https://platform.kryll.io/marketplace/5ebd03b7b516efd22fb312cb";"VERSION 1";"";"BTC / USDT";"0 BTC";"500 USDT";"03/07/2020";"";"+1.578";"-0.76";"-2.338";"7 trades";"11";"GRAPHS/275.png"
"276";"BRAVE PIGGY";"https://platform.kryll.io/marketplace/5ebdbf92973b58638876b592";"VERSION 3";"";"BCH / USDT";"0 BCH";"500 USDT";"03/07/2020";"";"+7.631";"+4.105";"-3.526";"1 trade";"11";"GRAPHS/276.png"
"277";"BRAVE PIGGY";"https://platform.kryll.io/marketplace/5ebdbf92973b58638876b592";"VERSION 3";"";"BAT / USDT";"0 BAT";"500 USDT";"03/07/2020";"";"+5.307";"+2.251";"-3.056";"1 trade";"10";"GRAPHS/277.png"
"278";"BRAVE PIGGY";"https://platform.kryll.io/marketplace/5ebdbf92973b58638876b592";"VERSION 3";"";"BTC / USD";"0 BTC";"500 USD";"03/07/2020";"";"+1.33";"+0.621";"-0.709";"1 trade";"11";"GRAPHS/278.png"
"279";"🥐🥐🥐 ETHCHEBEST V4 VEHLAS© ETH-USDT";"https://platform.kryll.io/marketplace/5e4bcdd3d7f977392fb35187";"VERSION 4";"";"ETH / USDT";"0 ETH";"500 USDT";"03/07/2020";"";"+5.549";"-0.803";"-6.352";"3 trades";"14";"GRAPHS/279.png"
"280";"RVN CATCHER";"https://platform.kryll.io/marketplace/5d7fcedc48d3e26f79f20b6a";"VERSION 2";"";"RVN / BTC";"0 RVN";"0.1 BTC";"03/07/2020";"";"+8.266";"+4.104";"-4.162";"6 trades";"19";"GRAPHS/280.png"
"281";"RVN CATCHER";"https://platform.kryll.io/marketplace/5d7fcedc48d3e26f79f20b6a";"VERSION 2";"";"RLC / BTC";"0 RLC";"0.1 BTC";"03/07/2020";"";"+49.317";"+25.982";"-23.335";"36 trades";"17";"GRAPHS/281.png"
"282";"RVN CATCHER";"https://platform.kryll.io/marketplace/5d7fcedc48d3e26f79f20b6a";"VERSION 2";"";"RLC / ETH";"0 RLC";"2.5 ETH";"03/07/2020";"";"+43.962";"+22.41";"-21.552";"32 trades";"17";"GRAPHS/282.png"
"288";"🛸👽🛸THE XRP FILES 🛸👽🛸 - NO PIGGY";"https://platform.kryll.io/marketplace/5e9ec2ccab42fd64a0a04f4c";"VERSION 2";"";"TRX / XRP";"0 TRX";"1,500 XRP";"03/07/2020";"";"-3.974";"+2.916";"+6.89";"9 trades";"19";"GRAPHS/288.png"
"289";"THE LONE RANGER V4";"https://platform.kryll.io/marketplace/5c86962171b19f48400452ee";"VERSION 4";"";"GO / BTC";"0 GO";"0.1 BTC";"03/07/2020";"";"+13.562";"+5.434";"-8.127";"2 trades";"11";"GRAPHS/289.png"
"290";"THE LONE RANGER V4";"https://platform.kryll.io/marketplace/5c86962171b19f48400452ee";"VERSION 4";"";"ZEN / BTC";"0 ZEN";"0.1 BTC";"03/07/2020";"";"+10.155";"-1.835";"-11.99";"1 trade";"10";"GRAPHS/290.png"
"291";"THE LONE RANGER V4";"https://platform.kryll.io/marketplace/5c86962171b19f48400452ee";"VERSION 4";"";"XMR / ETH";"0 XMR";"2.5 ETH";"03/07/2020";"";"-1.62";"+5.243";"+6.863";"1 trade";"11";"GRAPHS/291.png"
"292";"THE LONE RANGER V4";"https://platform.kryll.io/marketplace/5c86962171b19f48400452ee";"VERSION 4";"";"VIA / ETH";"0 GO";"0.1 BTC";"03/07/2020";"";"+13.562";"+5.434";"-8.127";"2 trades";"11";"GRAPHS/292.png"
"293";"THE LONE RANGER V4";"https://platform.kryll.io/marketplace/5c86962171b19f48400452ee";"VERSION 4";"";"REN / BTC";"0 REN";"0.1 BTC";"03/07/2020";"";"+19.189";"+6.411";"-12.778";"8 trades";"11";"GRAPHS/293.png"
"294";"THE LONE RANGER V4";"https://platform.kryll.io/marketplace/5c86962171b19f48400452ee";"VERSION 4";"";"XMR / BTC";"0 XMR";"0.1 BTC";"03/07/2020";"";"+3.50";"0.00";"-3.50";"Aucun trade";"9";"GRAPHS/294.png"
"295";"NEO BULLISH";"https://platform.kryll.io/marketplace/5c62213006995b197ef4a937";"VERSION 14";"";"NEO / USDT";"0 NEO";"500 USDT";"03/07/2020";"";"+8.498";"+5.028";"-3.47";"6 trades";"20";"GRAPHS/295.png"
"296";"NEO BULLISH";"https://platform.kryll.io/marketplace/5c62213006995b197ef4a937";"VERSION 14";"";"NEO / USD";"0 NEO";"500 USD";"03/07/2020";"";"+8.841";"+4.756";"-4.086";"6 trades";"22";"GRAPHS/296.png"
"297";"NEO BULLISH";"https://platform.kryll.io/marketplace/5c62213006995b197ef4a937";"VERSION 14";"";"NEO / TUSD";"0 NEO";"500 TUSD";"03/07/2020";"";"+8.921";"+5.07";"-3.85";"6 trades";"19";"GRAPHS/297.png"
"298";"NEO BULLISH";"https://platform.kryll.io/marketplace/5c62213006995b197ef4a937";"VERSION 14";"";"NEO / USDC";"0 NEO";"500 USDC";"03/07/2020";"";"+8.626";"+5.407";"-3.218";"6 trades";"25";"GRAPHS/298.png"
"299";"NEO BULLISH";"https://platform.kryll.io/marketplace/5c62213006995b197ef4a937";"VERSION 14";"";"NEO / PAX";"0 NEO";"500 USDT";"03/07/2020";"";"+8.588";"+5.058";"-3.53";"6 trades";"20";"GRAPHS/299.png"
"300";"NEO BULLISH";"https://platform.kryll.io/marketplace/5c62213006995b197ef4a937";"VERSION 14";"";"NEO / BUSD";"0 NEO";"500 BUSD";"03/07/2020";"";"+8.938";"+3.631";"-5.307";"7 trades";"22";"GRAPHS/300.png"
"301";"GRID XRP/USDT";"https://platform.kryll.io/marketplace/5f0043c608c83c1b2e2629e4";"VERSION 1";"";"XRP / USDT";"0 XRP";"500 USDT";"03/07/2020";"";"+15.136";"+8.194";"-6.943";"13 trades";"24";"GRAPHS/301.png"
"302";"CASH MACHINE ORDER MODE";"https://platform.kryll.io/marketplace/5d1e09fecd0b3d4d5e5f9247";"VERSION 1";"";"CELR / USDT";"0 CELR";"500 USDT";"03/07/2020";"";"+19.345";"+6.587";"-12.759";"9 trades";"13";"GRAPHS/302.png"
"303";"CASH MACHINE ORDER MODE";"https://platform.kryll.io/marketplace/5d1e09fecd0b3d4d5e5f9247";"VERSION 1";"";"NANO / USDT";"0 NANO";"500 USDT";"03/07/2020";"";"+10.421";"+4.181";"-6.24";"8 trades";"12";"GRAPHS/303.png"
"304";"CASH MACHINE ORDER MODE";"https://platform.kryll.io/marketplace/5d1e09fecd0b3d4d5e5f9247";"VERSION 1";"";"WAVES / USDT";"0 WAVES";"500 USDT";"03/07/2020";"";"+5.434";"+2.528";"-2.905";"5 trades";"11";"GRAPHS/304.png"
"305";"CASH MACHINE ORDER MODE";"https://platform.kryll.io/marketplace/5d1e09fecd0b3d4d5e5f9247";"VERSION 1";"";"POA / BTC";"0 POA";"0.1 BTC";"03/07/2020";"";"+17.529";"+2.273";"-15.256";"4 trades";"10";"GRAPHS/305.png"
"306";"CASH MACHINE ORDER MODE";"https://platform.kryll.io/marketplace/5d1e09fecd0b3d4d5e5f9247";"VERSION 1";"";"POA / ETH";"0 POA";"2.5 ETH";"03/07/2020";"";"-4.265";"+1.59";"+5.856";"2 trades";"11";"GRAPHS/306.png"
"307";"CASH MACHINE ORDER MODE";"https://platform.kryll.io/marketplace/5d1e09fecd0b3d4d5e5f9247";"VERSION 1";"";"ICX / USDT";"0 ICX";"500 USDT";"03/07/2020";"";"+28.103";"+4.961";"-23.142";"8 trades";"11";"GRAPHS/307.png"
"308";"CASH MACHINE ORDER MODE";"https://platform.kryll.io/marketplace/5d1e09fecd0b3d4d5e5f9247";"VERSION 1";"";"ADA / USDT";"0 ADA";"500 USDT";"03/07/2020";"";"+32.912";"+9.921";"-22.991";"15 trades";"11";"GRAPHS/308.png"
"309";"CASH MACHINE ORDER MODE";"https://platform.kryll.io/marketplace/5d1e09fecd0b3d4d5e5f9247";"VERSION 1";"";"IOST / USDT";"0 IOST";"500 USDT";"03/07/2020";"";"+19.538";"+4.58";"-14.958";"7 trades";"11";"GRAPHS/309.png"
"310";"CASH MACHINE ORDER MODE";"https://platform.kryll.io/marketplace/5d1e09fecd0b3d4d5e5f9247";"VERSION 1";"";"FTM / USDT";"0 FTM";"500 USDT";"03/07/2020";"";"+26.678";"+19.062";"-7.616";"40 trades";"12";"GRAPHS/310.png"
"311";"ZIL BULLISH";"https://platform.kryll.io/marketplace/5ce5eaa520d6d6949a341890";"VERSION 4";"";"ZIL / USDT";"0 ZIL";"500 USDT";"03/07/2020";"";"+14.64";"+10.298";"-4.342";"5 trades";"10";"GRAPHS/311.png"
"312";"BREAKING BAD";"https://platform.kryll.io/marketplace/5ce2c11e1ceb499494eda241";"VERSION 11";"";"BRD / BTC";"0 BRD";"0.1 BTC";"03/07/2020";"";"+12.479";"+9.89";"-2.589";"1 trade";"13";"GRAPHS/312.png"
"313";"GLADIATOR SECURE VERSION";"https://platform.kryll.io/marketplace/5e7b4e22266cff51adca7f8f";"VERSION 3";"";"LINK / BTC";"0 LINK";"0.1 BTC";"03/07/2020";"";"+25.96";"+9.483";"-16.478";"18 trades";"42";"GRAPHS/313.png"
"314";"GLADIATOR SECURE VERSION";"https://platform.kryll.io/marketplace/5e7b4e22266cff51adca7f8f";"VERSION 3";"";"WRX / BTC";"0 WRX";"0.1 BTC";"03/07/2020";"";"+5.975";"-0.275";"-6.25";"13 trades";"45";"GRAPHS/314.png"
"315";"GLADIATOR SECURE VERSION";"https://platform.kryll.io/marketplace/5e7b4e22266cff51adca7f8f";"VERSION 3";"";"XTZ / BTC";"0 XTZ";"0.1 BTC";"03/07/2020";"";"+13.909";"+4.668";"-9.241";"11 trades";"43";"GRAPHS/315.png"
"316";"CAPTAIN ICON";"https://platform.kryll.io/marketplace/5c92d9e529fbc5c0eb68c9ab";"VERSION 4";"";"ICX / USDT";"0 ICX";"500 USDT";"03/07/2020";"";"+28.611";"0.00";"-28.611";"Aucun trade";"11";"GRAPHS/316.png"
"317";"CAPTAIN ICON";"https://platform.kryll.io/marketplace/5c92d9e529fbc5c0eb68c9ab";"VERSION 4";"";"ICX / USD";"0 ICX";"500 USD";"03/07/2020";"";"+30.228";"0.00";"-30.228";"Aucun trade";"11";"GRAPHS/317.png"
"318";"";"https://platform.kryll.io/marketplace/5cffd7a8ef361d6a65b4dbfa";"VERSION 9";"";"";"";"";"03/07/2020";"";"";"";"";"";"❌ Error : missing data for hitbtc BCPT-ETH";""
"319";"BITCOIN FACTORY";"https://platform.kryll.io/marketplace/5cffd7a8ef361d6a65b4dbfa";"VERSION 9";"";"ICX / BNB";"0 ICX";"50 BNB";"03/07/2020";"";"+10.696";"+1.031";"-9.665";"31 trades";"39";"GRAPHS/319.png"
"320";"BITCOIN FACTORY";"https://platform.kryll.io/marketplace/5cffd7a8ef361d6a65b4dbfa";"VERSION 9";"";"FTM / BTC";"0 FTM";"0.1 BTC";"03/07/2020";"";"+26.136";"+9.703";"-16.433";"42 trades";"37";"GRAPHS/320.png"
"321";"BITCOIN FACTORY";"https://platform.kryll.io/marketplace/5cffd7a8ef361d6a65b4dbfa";"VERSION 9";"";"HEDG / BTC";"0 HEDG";"0.1 BTC";"03/07/2020";"";"-2.184";"+0.176";"+2.36";"7 trades";"44";"GRAPHS/321.png"
"322";"BITCOIN FACTORY";"https://platform.kryll.io/marketplace/5cffd7a8ef361d6a65b4dbfa";"VERSION 9";"";"KCS / BTC";"0 KCS";"0.1 BTC";"03/07/2020";"";"-9.239";"+0.005";"+9.244";"13 trades";"40";"GRAPHS/322.png"
"323";"BITCOIN FACTORY";"https://platform.kryll.io/marketplace/5cffd7a8ef361d6a65b4dbfa";"VERSION 9";"";"GNT / BTC";"0 GNT";"0.1 BTC";"03/07/2020";"";"+5.223";"+2.381";"-2.842";"9 trades";"40";"GRAPHS/323.png"
"324";"BITCOIN FACTORY";"https://platform.kryll.io/marketplace/5cffd7a8ef361d6a65b4dbfa";"VERSION 9";"";"ATOM / BTC";"0 ATOM";"0.1 BTC";"03/07/2020";"";"+50.056";"+26.695";"-23.36";"40 trades";"39";"GRAPHS/324.png"
"325";"BITCOIN FACTORY";"https://platform.kryll.io/marketplace/5cffd7a8ef361d6a65b4dbfa";"VERSION 9";"";"WRX / BTC";"0 WRX";"0.1 BTC";"03/07/2020";"";"+6.92";"+2.198";"-4.722";"25 trades";"40";"GRAPHS/325.png"
"326";"IRON MAN";"https://platform.kryll.io/marketplace/5efe358680ef052d8bc60514";"VERSION 1";"";"DASH / BTC";"0 DASH";"0.1 BTC";"03/07/2020";"";"+6.828";"+1.005";"-5.823";"2 trades";"34";"GRAPHS/326.png"
"327";"LTC BULLISH 🐃";"https://platform.kryll.io/marketplace/5c9d7fcdcc70ef17774685ba";"VERSION 9";"";"LTC / USDT";"0 LTC";"500 USDT";"03/07/2020";"";"+9.143";"+3.753";"-5.391";"3 trades";"10";"GRAPHS/327.png"
"328";"LTC BULLISH 🐃";"https://platform.kryll.io/marketplace/5c9d7fcdcc70ef17774685ba";"VERSION 9";"";"LTC / PAX";"0 LTC";"500 PAX";"03/07/2020";"";"+9.231";"+4.226";"-5.005";"3 trades";"11";"GRAPHS/328.png"
"329";"LTC BULLISH 🐃";"https://platform.kryll.io/marketplace/5c9d7fcdcc70ef17774685ba";"VERSION 9";"";"LTC / USD";"0 LTC";"500 USD";"03/07/2020";"";"+9.401";"+3.005";"-6.396";"2 trades";"11";"GRAPHS/329.png"
"330";"LTC BULLISH 🐃";"https://platform.kryll.io/marketplace/5c9d7fcdcc70ef17774685ba";"VERSION 9";"";"LTC / TUSD";"0 LTC";"500 TUSD";"03/07/2020";"";"+9.406";"+4.151";"-5.255";"3 trades";"10";"GRAPHS/330.png"
"331";"LTC BULLISH 🐃";"https://platform.kryll.io/marketplace/5c9d7fcdcc70ef17774685ba";"VERSION 9";"";"LTC / USDC";"0 LTC";"500 USDC";"03/07/2020";"";"+8.975";"+3.915";"-5.06";"3 trades";"11";"GRAPHS/331.png"
"332";"LTC BULLISH 🐃";"https://platform.kryll.io/marketplace/5c9d7fcdcc70ef17774685ba";"VERSION 9";"";"LTC / BUSD";"0 LTC";"500 BUSD";"03/07/2020";"";"+9.269";"+3.755";"-5.514";"3 trades";"11";"GRAPHS/332.png"
"333";"LTC BULLISH 🐃";"https://platform.kryll.io/marketplace/5c9d7fcdcc70ef17774685ba";"VERSION 9";"";"LTC / DAI";"0 LTC";"0.5 DAI";"03/07/2020";"";"+6.172";"0.00";"-6.172";"Aucun trade";"10";"GRAPHS/333.png"
"334";"POWERED TO GOCHAIN";"https://platform.kryll.io/marketplace/5c50e97f4f64ecc658d3136c";"VERSION 8";"";"GO / BTC";"0 GO";"0.1 BTC";"03/07/2020";"";"+13.562";"0.00";"-13.562";"Aucun trade";"10";"GRAPHS/334.png"
"335";"POWERED TO GOCHAIN";"https://platform.kryll.io/marketplace/5c50e97f4f64ecc658d3136c";"VERSION 8";"";"MCO / BTC";"0 MCO";"0.1 BTC";"03/07/2020";"";"-3.578";"0.00";"+3.578";"Aucun trade";"10";"GRAPHS/335.png"
"336";"POWERED TO GOCHAIN";"https://platform.kryll.io/marketplace/5c50e97f4f64ecc658d3136c";"VERSION 8";"";"ZEN / BTC";"0 ZEN";"0.1 BTC";"03/07/2020";"";"+10.127";"0.00";"-10.127";"Aucun trade";"10";"GRAPHS/336.png"
"337";"POWERED TO GOCHAIN";"https://platform.kryll.io/marketplace/5c50e97f4f64ecc658d3136c";"VERSION 8";"";"DGD / BTC";"0 DGD";"0.1 BTC";"03/07/2020";"";"+3.504";"0.00";"-3.504";"Aucun trade";"10";"GRAPHS/337.png"
"338";"POWERED TO GOCHAIN";"https://platform.kryll.io/marketplace/5c50e97f4f64ecc658d3136c";"VERSION 8";"";"KMD / BTC";"0 KMD";"0.1 BTC";"03/07/2020";"";"+13.425";"0.00";"-13.425";"Aucun trade";"10";"GRAPHS/338.png"
"339";"POWERED TO GOCHAIN";"https://platform.kryll.io/marketplace/5c50e97f4f64ecc658d3136c";"VERSION 8";"";"OAX / BTC";"0 OAX";"0.1 BTC";"03/07/2020";"";"+6.266";"+1.932";"-4.334";"2 trades";"10";"GRAPHS/339.png"
"340";"POWERED TO GOCHAIN";"https://platform.kryll.io/marketplace/5c50e97f4f64ecc658d3136c";"VERSION 8";"";"MDA / BTC";"0 MDA";"0.1 BTC";"03/07/2020";"";"+8.669";"0.00";"-8.669";"Aucun trade";"10";"GRAPHS/340.png"
"341";"USDT_MODULAR_CYCLE";"https://platform.kryll.io/marketplace/5d69a4514f6d0b19eda8ac76";"VERSION 2";"";"BTC / USDT";"0 BTC";"500 USDT";"03/07/2020";"";"+1.522";"+1.485";"-0.037";"1 trade";"18";"GRAPHS/341.png"
"342";"FTX 🐂ETHBULL🐂";"https://platform.kryll.io/marketplace/5eff5622557f8a8201c80061";"VERSION 2";"";"ETHBULL / USD";"0 ETHBULL";"500 USD";"03/07/2020";"";"+14.75";"+1.372";"-13.378";"19 trades";"12";"GRAPHS/342.png"
"343";"FREE SIGNAL: PRICE DUMP DETECTION";"https://platform.kryll.io/marketplace/5ce73ee35099ef95844e9892";"VERSION 2";"";"IOTA / BTC";"0 IOTA";"0.1 BTC";"03/07/2020";"";"+7.262";"0.00";"-7.262";"Aucun trade";"123";"GRAPHS/343.png"
"344";"FREE SIGNAL: PRICE DUMP DETECTION";"https://platform.kryll.io/marketplace/5ce73ee35099ef95844e9892";"VERSION 2";"";"BAT / BTC";"0 BAT";"0.1 BTC";"03/07/2020";"";"+3.181";"0.00";"-3.181";"Aucun trade";"119";"GRAPHS/344.png"
"345";"SUPPORT PIERCER";"https://platform.kryll.io/marketplace/5c4f2ca972fdd19d075c7f45";"VERSION 1";"";"BNB / BTC";"0 BNB";"0.1 BTC";"03/07/2020";"";"+14.616";"0.00";"-14.616";"Aucun trade";"11";"GRAPHS/345.png"
"346";"PARADISE";"https://platform.kryll.io/marketplace/5cfcf744308faa69810af0c2";"VERSION 2";"";"THETA / BTC";"0 THETA";"0.1 BTC";"03/07/2020";"";"+18.714";"+22.703";"+3.988";"3 trades";"13";"GRAPHS/346.png"
"347";"PARADISE";"https://platform.kryll.io/marketplace/5cfcf744308faa69810af0c2";"VERSION 2";"";"THETA / ETH";"0 THETA";"2.5 ETH";"03/07/2020";"";"+13.717";"+23.999";"+10.282";"3 trades";"13";"GRAPHS/347.png"
"348";"LIFE IMPRISONMENT";"https://platform.kryll.io/marketplace/5cf795378a7e94198f949253";"VERSION 18";"";"LINK / BTC";"0 LINK";"0.1 BTC";"03/07/2020";"";"+26.484";"+12.746";"-13.738";"2 trades";"12";"GRAPHS/348.png"
"349";"VALORANT PIGGY";"https://platform.kryll.io/marketplace/5eebb5e2078fd58152d06bda";"VERSION 1";"";"THETA / USDT";"0 THETA";"500 USDT";"03/07/2020";"";"+20.413";"+5.98";"-14.433";"7 trades";"16";"GRAPHS/349.png"
"350";"⭐⭐⭐VEHLAS© ETC-USDT V3";"https://platform.kryll.io/marketplace/5d7c2b7aa9461381638aa383";"VERSION 3";"";"ETC / USDT";"0 ETC";"500 USDT";"03/07/2020";"";"+15.202";"+3.652";"-11.55";"9 trades";"14";"GRAPHS/350.png"
"351";"WAITING BULLS - BTC/USDT";"https://platform.kryll.io/marketplace/5c5020b45fa993b863af88a7";"VERSION 6";"";"BTC / USDT";"0 BTC";"500 USDT";"03/07/2020";"";"+1.489";"-0.395";"-1.884";"4 trades";"10";"GRAPHS/351.png"
"352";"WAITING BULLS - BTC/USDT";"https://platform.kryll.io/marketplace/5c5020b45fa993b863af88a7";"VERSION 6";"";"BTC / USD";"0 BTC";"500 USD";"03/07/2020";"";"+1.66";"-2.726";"-4.386";"4 trades";"10";"GRAPHS/352.png"
"353";"WAITING BULLS - BTC/USDT";"https://platform.kryll.io/marketplace/5c5020b45fa993b863af88a7";"VERSION 6";"";"BTC / USDC";"0 BTC";"500 USDC";"03/07/2020";"";"+1.435";"-3.095";"-4.53";"4 trades";"12";"GRAPHS/353.png"
"354";"FANTOM BNB";"https://platform.kryll.io/marketplace/5d3f541760dab4227ce5f2ee";"VERSION 4";"";"FTM / BNB";"0 FTM";"50 BNB";"03/07/2020";"";"+7.481";"+1.645";"-5.836";"42 trades";"17";"GRAPHS/354.png"
