"id";"NameStrat";"Link";"Version";"Exchange";"Pair";"Start1";"Start2";"StartDate";"EndDate";"HoldResult";"StratResult";"totalResult";"nbTrades";"backTestTime";"graphlocation"
"355";"GAME OF CRYPTO ETH/BTC";"https://platform.kryll.io/marketplace/5cd5ba70a40c400b14602c28";"VERSION 4";"";"ETH / BTC";"0 ETH";"0.1 BTC";"03/07/2020";"";"+4.195";"0.00";"-4.195";"Aucun trade";"9";"GRAPHS/355.png"
"356";"HUGIN - LONGSHIPS & MEAD - BTC/USDT";"https://platform.kryll.io/marketplace/5cb667bca1fffd1b4a64b72a";"VERSION 1";"";"BTC / USDT";"0 BTC";"500 USDT";"03/07/2020";"";"+1.612";"-1.858";"-3.471";"8 trades";"11";"GRAPHS/356.png"
"357";"FLYING ALTS";"https://platform.kryll.io/marketplace/5e48969184b737b42b7ffecc";"VERSION 1";"";"EOS / USDT";"0 EOS";"500 USDT";"03/07/2020";"";"+11.47";"+2.067";"-9.403";"3 trades";"10";"GRAPHS/357.png"
"358";"FLYING ALTS";"https://platform.kryll.io/marketplace/5e48969184b737b42b7ffecc";"VERSION 1";"";"EOS / EUR";"0 EOS";"500 EUR";"03/07/2020";"";"+3.622";"+2.263";"-1.358";"1 trade";"10";"GRAPHS/358.png"
"359";"FLYING ALTS";"https://platform.kryll.io/marketplace/5e48969184b737b42b7ffecc";"VERSION 1";"";"XTZ / USDT";"0 XTZ";"500 USDT";"03/07/2020";"";"+15.624";"+12.893";"-2.732";"1 trade";"11";"GRAPHS/359.png"
"360";"FLYING ALTS";"https://platform.kryll.io/marketplace/5e48969184b737b42b7ffecc";"VERSION 1";"";"XTZ / EUR";"0 XTZ";"500 EUR";"03/07/2020";"";"+15.242";"+10.981";"-4.261";"1 trade";"11";"GRAPHS/360.png"
"361";"FLYING ALTS";"https://platform.kryll.io/marketplace/5e48969184b737b42b7ffecc";"VERSION 1";"";"TRX / USDT";"0 TRX";"500 USDT";"03/07/2020";"";"+10.726";"+4.676";"-6.05";"1 trade";"10";"GRAPHS/361.png"
"362";"FLYING ALTS";"https://platform.kryll.io/marketplace/5e48969184b737b42b7ffecc";"VERSION 1";"";"ADA / USDT";"0 ADA";"500 USDT";"03/07/2020";"";"+32.395";"+9.727";"-22.668";"2 trades";"10";"GRAPHS/362.png"
"363";"FLYING ALTS";"https://platform.kryll.io/marketplace/5e48969184b737b42b7ffecc";"VERSION 1";"";"OMG / EUR";"0 OMG";"500 EUR";"03/07/2020";"";"+7.904";"-1.16";"-9.063";"1 trade";"10";"GRAPHS/363.png"
"364";"FLYING ALTS";"https://platform.kryll.io/marketplace/5e48969184b737b42b7ffecc";"VERSION 1";"";"OMG / USDT";"0 OMG";"500 USDT";"03/07/2020";"";"+8.593";"+0.98";"-7.613";"2 trades";"11";"GRAPHS/364.png"
"365";"KRYLL ACADEMY #2 - XRP STRATEGY OPTIMISATION";"https://platform.kryll.io/marketplace/5e99c64926b08063fa6120a3";"VERSION 1";"";"XRP / USDT";"0 XRP";"500 USDT";"03/07/2020";"";"+15.148";"+11.939";"-3.209";"2 trades";"11";"GRAPHS/365.png"
"366";"⭐⭐⭐AIRBNB VEHLAS© V2";"https://platform.kryll.io/marketplace/5e8a61c9381f1a35c1e97b35";"VERSION 2";"";"BNB / USDT";"0 BNB";"500 USDT";"03/07/2020";"";"+16.401";"+11.454";"-4.947";"7 trades";"14";"GRAPHS/366.png"
"367";"⭐⭐⭐AIRBNB VEHLAS© V2";"https://platform.kryll.io/marketplace/5e8a61c9381f1a35c1e97b35";"VERSION 2";"";"BNB / BUSD";"0 BNB";"500 BUSD";"03/07/2020";"";"+16.193";"+12.182";"-4.011";"6 trades";"14";"GRAPHS/367.png"
"368";"⭐⭐⭐AIRBNB VEHLAS© V2";"https://platform.kryll.io/marketplace/5e8a61c9381f1a35c1e97b35";"VERSION 2";"";"BNB / EUR";"0 BNB";"500 EUR";"03/07/2020";"";"+15.058";"+12.833";"-2.225";"5 trades";"15";"GRAPHS/368.png"
"369";"⭐⭐⭐AIRBNB VEHLAS© V2";"https://platform.kryll.io/marketplace/5e8a61c9381f1a35c1e97b35";"VERSION 2";"";"BNB / TUSD";"0 BNB";"500 TUSD";"03/07/2020";"";"+15.452";"+7.82";"-7.632";"4 trades";"14";"GRAPHS/369.png"
"370";"⭐⭐⭐AIRBNB VEHLAS© V2";"https://platform.kryll.io/marketplace/5e8a61c9381f1a35c1e97b35";"VERSION 2";"";"BNB / RUB";"0 BNB";"0.5 RUB";"03/07/2020";"";"+16.535";"0.00";"-16.535";"Aucun trade";"15";"GRAPHS/370.png"
"371";"⭐⭐⭐AIRBNB VEHLAS© V2";"https://platform.kryll.io/marketplace/5e8a61c9381f1a35c1e97b35";"VERSION 2";"";"BNB / NGN";"0 BNB";"0.5 NGN";"03/07/2020";"";"+16.74";"0.00";"-16.74";"Aucun trade";"14";"GRAPHS/371.png"
"372";"KING OF TETHER";"https://platform.kryll.io/marketplace/5c7497ffb7b0e31a3dc1fa0f";"VERSION 4";"";"BNB / USDT";"0 BNB";"500 USDT";"03/07/2020";"";"+16.63";"+13.773";"-2.857";"1 trade";"11";"GRAPHS/372.png"
"373";"KING OF TETHER";"https://platform.kryll.io/marketplace/5c7497ffb7b0e31a3dc1fa0f";"VERSION 4";"";"NEO / USDT";"0 NEO";"500 USDT";"03/07/2020";"";"+7.808";"+4.438";"-3.37";"1 trade";"12";"GRAPHS/373.png"
"374";"KING OF TETHER";"https://platform.kryll.io/marketplace/5c7497ffb7b0e31a3dc1fa0f";"VERSION 4";"";"ADA / USDT";"0 ADA";"500 USDT";"03/07/2020";"";"+32.12";"0.00";"-32.12";"Aucun trade";"11";"GRAPHS/374.png"
"375";"KING OF TETHER";"https://platform.kryll.io/marketplace/5c7497ffb7b0e31a3dc1fa0f";"VERSION 4";"";"QTUM / USDT";"0 QTUM";"500 USDT";"03/07/2020";"";"+25.312";"+16.773";"-8.539";"2 trades";"11";"GRAPHS/375.png"
"376";"KING OF TETHER";"https://platform.kryll.io/marketplace/5c7497ffb7b0e31a3dc1fa0f";"VERSION 4";"";"LTC / USDT";"0 LTC";"500 USDT";"03/07/2020";"";"+9.459";"+4.669";"-4.79";"1 trade";"12";"GRAPHS/376.png"
"377";"LA PROVEEDURIA TRX- TUSD ,USDT,USDC,PAX";"https://platform.kryll.io/marketplace/5c58ae135de1640dbd3d733a";"VERSION 5";"";"TRX / USDT";"0 TRX";"500 USDT";"03/07/2020";"";"+10.546";"0.00";"-10.546";"Aucun trade";"10";"GRAPHS/377.png"
"378";"LA PROVEEDURIA TRX- TUSD ,USDT,USDC,PAX";"https://platform.kryll.io/marketplace/5c58ae135de1640dbd3d733a";"VERSION 5";"";"TRX / USDC";"0 TRX";"500 USDC";"03/07/2020";"";"+10.514";"0.00";"-10.514";"Aucun trade";"10";"GRAPHS/378.png"
"379";"LA PROVEEDURIA TRX- TUSD ,USDT,USDC,PAX";"https://platform.kryll.io/marketplace/5c58ae135de1640dbd3d733a";"VERSION 5";"";"TRX / USD";"0 TRX";"500 USD";"03/07/2020";"";"+10.672";"0.00";"-10.672";"Aucun trade";"10";"GRAPHS/379.png"
"380";"LA PROVEEDURIA TRX- TUSD ,USDT,USDC,PAX";"https://platform.kryll.io/marketplace/5c58ae135de1640dbd3d733a";"VERSION 5";"";"TRX / PAX";"0 TRX";"500 PAX";"03/07/2020";"";"+10.526";"0.00";"-10.526";"Aucun trade";"10";"GRAPHS/380.png"
"381";"LA PROVEEDURIA TRX- TUSD ,USDT,USDC,PAX";"https://platform.kryll.io/marketplace/5c58ae135de1640dbd3d733a";"VERSION 5";"";"TRX / TUSD";"0 TRX";"500 TUSD";"03/07/2020";"";"+10.58";"0.00";"-10.58";"Aucun trade";"10";"GRAPHS/381.png"
"382";"SPACESHEEP";"https://platform.kryll.io/marketplace/5ec97029cc048e413233ee9f";"VERSION 4";"";"BTC / USDT";"0 BTC";"500 USDT";"03/07/2020";"";"+1.512";"+0.065";"-1.447";"4 trades";"10";"GRAPHS/382.png"
"383";"BCD ETA ZILICA / ZCOIN / OMISEGO";"https://platform.kryll.io/marketplace/5ed571f2752c9a546b2d58f0";"VERSION 1";"";"ZIL / BTC";"0 ZIL";"0.1 BTC";"03/07/2020";"";"+11.93";"+5.064";"-6.866";"4 trades";"13";"GRAPHS/383.png"
"384";"BCD ETA ZILICA / ZCOIN / OMISEGO";"https://platform.kryll.io/marketplace/5ed571f2752c9a546b2d58f0";"VERSION 1";"";"XZC / BTC";"0 XZC";"0.1 BTC";"03/07/2020";"";"+25.457";"+7.861";"-17.596";"12 trades";"11";"GRAPHS/384.png"
"385";"BCD ETA ZILICA / ZCOIN / OMISEGO";"https://platform.kryll.io/marketplace/5ed571f2752c9a546b2d58f0";"VERSION 1";"";"OMG / BTC";"0 OMG";"0.1 BTC";"03/07/2020";"";"+6.719";"+0.584";"-6.135";"4 trades";"11";"GRAPHS/385.png"
"386";"BCD ETA ZILICA / ZCOIN / OMISEGO";"https://platform.kryll.io/marketplace/5ed571f2752c9a546b2d58f0";"VERSION 1";"";"DGB / BTC";"0 DGB";"0.1 BTC";"03/07/2020";"";"+3.064";"+0.849";"-2.216";"8 trades";"11";"GRAPHS/386.png"
"387";"GAME OF CRYPTO BNB/BTC";"https://platform.kryll.io/marketplace/5cd41f12aa7ac1112036eca0";"VERSION 2";"";"BNB / BTC";"0 BNB";"0.1 BTC";"03/07/2020";"";"+15.492";"0.00";"-15.492";"Aucun trade";"10";"GRAPHS/387.png"
"388";"IOTAR 3 (V14)";"https://platform.kryll.io/marketplace/5ccc4cb057ba911a2b31fdbf";"VERSION 14";"";"IOTA / BTC";"0 IOTA";"0.1 BTC";"03/07/2020";"";"+6.906";"-4.155";"-11.061";"22 trades";"251";"GRAPHS/388.png"
"389";"DON MILLONAIRE";"https://platform.kryll.io/marketplace/5d8b442b2daafbc518f3c2f8";"VERSION 2";"";"XMR / BNB";"0 XMR";"50 BNB";"03/07/2020";"";"-10.591";"-2.239";"+8.352";"3 trades";"11";"GRAPHS/389.png"
"390";"DON MILLONAIRE";"https://platform.kryll.io/marketplace/5d8b442b2daafbc518f3c2f8";"VERSION 2";"";"ONT / BNB";"0 ONT";"50 BNB";"03/07/2020";"";"+4.215";"+4.187";"-0.028";"5 trades";"13";"GRAPHS/390.png"
"391";"DON MILLONAIRE";"https://platform.kryll.io/marketplace/5d8b442b2daafbc518f3c2f8";"VERSION 2";"";"NEO / BNB";"0 NEO";"50 BNB";"03/07/2020";"";"-8.169";"-1.907";"+6.262";"1 trade";"11";"GRAPHS/391.png"
"392";"DON MILLONAIRE";"https://platform.kryll.io/marketplace/5d8b442b2daafbc518f3c2f8";"VERSION 2";"";"ADA / BNB";"0 ADA";"50 BNB";"03/07/2020";"";"+12.26";"+4.791";"-7.469";"9 trades";"13";"GRAPHS/392.png"
"393";"THE 🚀🚀 SINGULARITY 🚀🚀 V16 WITH KCS PIGGY";"https://platform.kryll.io/marketplace/5d42d2caf8205c62e1417dc2";"VERSION 16";"";"KCS / BTC";"0 KCS";"0.1 BTC";"03/07/2020";"";"-9.301";"-17.284";"-7.983";"13 trades";"40";"GRAPHS/393.png"
"394";"THE 🚀🚀 SINGULARITY 🚀🚀 V16 WITH KCS PIGGY";"https://platform.kryll.io/marketplace/5d42d2caf8205c62e1417dc2";"VERSION 16";"";"KCS / ETH";"0 KCS";"2.5 ETH";"03/07/2020";"";"-13.088";"-8.726";"+4.362";"15 trades";"42";"GRAPHS/394.png"
"395";"THE LONE RANGER V2 INCLUDING PIGGY";"https://platform.kryll.io/marketplace/5c869e5a017b3c4c00c821bd";"VERSION 2";"";"GO / BTC";"0 GO";"0.1 BTC";"03/07/2020";"";"+13.562";"+4.962";"-8.599";"2 trades";"10";"GRAPHS/395.png"
"396";"THE LONE RANGER V2 INCLUDING PIGGY";"https://platform.kryll.io/marketplace/5c869e5a017b3c4c00c821bd";"VERSION 2";"";"XMR / ETH";"0 XMR";"2.5 ETH";"03/07/2020";"";"-0.995";"+5.41";"+6.405";"2 trades";"12";"GRAPHS/396.png"
"397";"THE LONE RANGER V2 INCLUDING PIGGY";"https://platform.kryll.io/marketplace/5c869e5a017b3c4c00c821bd";"VERSION 2";"";"ZEN / BTC";"0 ZEN";"0.1 BTC";"03/07/2020";"";"+10.183";"-2.782";"-12.965";"1 trade";"11";"GRAPHS/397.png"
"398";"THE LONE RANGER V2 INCLUDING PIGGY";"https://platform.kryll.io/marketplace/5c869e5a017b3c4c00c821bd";"VERSION 2";"";"VIA / ETH";"0 GO";"0.1 BTC";"03/07/2020";"";"+13.562";"+4.962";"-8.599";"2 trades";"11";"GRAPHS/398.png"
"399";"THE LONE RANGER V2 INCLUDING PIGGY";"https://platform.kryll.io/marketplace/5c869e5a017b3c4c00c821bd";"VERSION 2";"";"REN / BTC";"0 REN";"0.1 BTC";"03/07/2020";"";"+16.762";"-9.985";"-26.747";"5 trades";"11";"GRAPHS/399.png"
"400";"THE LONE RANGER V2 INCLUDING PIGGY";"https://platform.kryll.io/marketplace/5c869e5a017b3c4c00c821bd";"VERSION 2";"";"CHR / BTC";"0 CHR";"0.1 BTC";"03/07/2020";"";"+17.548";"+6.977";"-10.571";"4 trades";"11";"GRAPHS/400.png"
"401";"[BTC/USD] CRYPTACC CYCLE";"https://platform.kryll.io/marketplace/5c52fc81261cbf059fc530dc";"VERSION 1";"";"BTC / USD";"0 BTC";"500 USD";"03/07/2020";"";"+1.713";"+0.852";"-0.861";"1 trade";"11";"GRAPHS/401.png"
"402";"[BTC/USD] CRYPTACC CYCLE";"https://platform.kryll.io/marketplace/5c52fc81261cbf059fc530dc";"VERSION 1";"";"BTC / EUR";"0 BTC";"500 EUR";"03/07/2020";"";"+1.076";"+0.443";"-0.634";"1 trade";"10";"GRAPHS/402.png"
"403";"[BTC/USD] CRYPTACC CYCLE";"https://platform.kryll.io/marketplace/5c52fc81261cbf059fc530dc";"VERSION 1";"";"BTC / USDT";"0 BTC";"500 USDT";"03/07/2020";"";"+1.599";"+0.795";"-0.803";"1 trade";"11";"GRAPHS/403.png"
"404";"[BTC/USD] CRYPTACC CYCLE";"https://platform.kryll.io/marketplace/5c52fc81261cbf059fc530dc";"VERSION 1";"";"BTC / USDC";"0 BTC";"500 USDC";"03/07/2020";"";"+1.525";"+0.759";"-0.766";"1 trade";"10";"GRAPHS/404.png"
"405";"[BTC/USD] CRYPTACC CYCLE";"https://platform.kryll.io/marketplace/5c52fc81261cbf059fc530dc";"VERSION 1";"";"BTC / GUSD";"0 BTC";"500 GUSD";"03/07/2020";"";"+1.202";"+0.598";"-0.604";"1 trade";"11";"GRAPHS/405.png"
"406";"[BTC/USD] CRYPTACC CYCLE";"https://platform.kryll.io/marketplace/5c52fc81261cbf059fc530dc";"VERSION 1";"";"BTC / PAX";"0 BTC";"500 PAX";"03/07/2020";"";"+1.517";"+0.755";"-0.762";"1 trade";"11";"GRAPHS/406.png"
"407";"FANTOM CA$H";"https://platform.kryll.io/marketplace/5d39d1b0ebbfcebbbed392a2";"VERSION 10";"";"FTM / BTC";"0 FTM";"0.1 BTC";"03/07/2020";"";"+23.109";"+9.905";"-13.204";"27 trades";"24";"GRAPHS/407.png"
"408";"HUGIN - MAJOR TOM - PIGGY - IOTA/ATOM/ZIL/XRP/BTC";"https://platform.kryll.io/marketplace/5cf6ff1d3b840f199664a1c8";"VERSION 1";"";"ATOM / BTC";"0 ATOM";"0.1 BTC";"03/07/2020";"";"+51.597";"0.00";"-51.597";"Aucun trade";"10";"GRAPHS/408.png"
"409";"HUGIN - MAJOR TOM - PIGGY - IOTA/ATOM/ZIL/XRP/BTC";"https://platform.kryll.io/marketplace/5cf6ff1d3b840f199664a1c8";"VERSION 1";"";"IOTA / BTC";"0 IOTA";"0.1 BTC";"03/07/2020";"";"+6.906";"-1.227";"-8.133";"1 trade";"11";"GRAPHS/409.png"
"410";"HUGIN - MAJOR TOM - PIGGY - IOTA/ATOM/ZIL/XRP/BTC";"https://platform.kryll.io/marketplace/5cf6ff1d3b840f199664a1c8";"VERSION 1";"";"ZIL / BTC";"0 ZIL";"0.1 BTC";"03/07/2020";"";"+11.93";"-2.039";"-13.969";"2 trades";"11";"GRAPHS/410.png"
"411";"HUGIN - MAJOR TOM - PIGGY - IOTA/ATOM/ZIL/XRP/BTC";"https://platform.kryll.io/marketplace/5cf6ff1d3b840f199664a1c8";"VERSION 1";"";"XRP / BTC";"0 XRP";"0.1 BTC";"03/07/2020";"";"+13.175";"+10.027";"-3.148";"1 trade";"10";"GRAPHS/411.png"
"412";"ETHEREUM CRASH | ETH / USD";"https://platform.kryll.io/marketplace/5c576e91b9c4926fac4a7a0b";"VERSION 3";"";"ETH / USDT";"0 ETH";"500 USDT";"03/07/2020";"";"-0.113";"0.00";"+0.113";"Aucun trade";"10";"GRAPHS/412.png"
"413";"ETHEREUM CRASH | ETH / USD";"https://platform.kryll.io/marketplace/5c576e91b9c4926fac4a7a0b";"VERSION 3";"";"ETH / USD";"0 ETH";"500 USD";"03/07/2020";"";"0.00";"0.00";"+0.00";"Aucun trade";"9";"GRAPHS/413.png"
"414";"ETHEREUM CRASH | ETH / USD";"https://platform.kryll.io/marketplace/5c576e91b9c4926fac4a7a0b";"VERSION 3";"";"ETH / PAX";"0 ETH";"500 PAX";"03/07/2020";"";"-0.10";"0.00";"+0.10";"Aucun trade";"10";"GRAPHS/414.png"
"415";"ETHEREUM CRASH | ETH / USD";"https://platform.kryll.io/marketplace/5c576e91b9c4926fac4a7a0b";"VERSION 3";"";"ETH / USDC";"0 ETH";"500 USDC";"03/07/2020";"";"-0.10";"0.00";"+0.10";"Aucun trade";"9";"GRAPHS/415.png"
"416";"SCALPING FACE";"https://platform.kryll.io/marketplace/5d5ed755a14284778104d28a";"VERSION 3";"";"LINK / BTC";"0 LINK";"0.1 BTC";"03/07/2020";"";"+26.524";"+1.528";"-24.997";"4 trades";"17";"GRAPHS/416.png"
"417";"🛸👽🛸THE XRP FILES 🛸👽🛸 - WITH PIGGY";"https://platform.kryll.io/marketplace/5e9ee43e8a56176e44cf1d26";"VERSION 2";"";"TRX / XRP";"0 TRX";"1,500 XRP";"03/07/2020";"";"-3.942";"+2.938";"+6.88";"9 trades";"20";"GRAPHS/417.png"
"418";"忍 NINTAISURU";"https://platform.kryll.io/marketplace/5eca6d27871ce3af19c2429e";"VERSION 2";"";"BTC / USDT";"0 BTC";"500 USDT";"03/07/2020";"";"+1.547";"-1.066";"-2.613";"2 trades";"122";"GRAPHS/418.png"
"419";"G - ORDER";"https://platform.kryll.io/marketplace/5e4af9a33c9ba2a4ea2e70a1";"VERSION 3";"";"LINK / BTC";"0 LINK";"0.1 BTC";"03/07/2020";"";"+26.012";"+15.947";"-10.065";"26 trades";"20";"GRAPHS/419.png"
"420";"G - ORDER";"https://platform.kryll.io/marketplace/5e4af9a33c9ba2a4ea2e70a1";"VERSION 3";"";"GVT / BTC";"0 GVT";"0.1 BTC";"03/07/2020";"";"+2.622";"-0.931";"-3.553";"9 trades";"23";"GRAPHS/420.png"
"421";"G - ORDER";"https://platform.kryll.io/marketplace/5e4af9a33c9ba2a4ea2e70a1";"VERSION 3";"";"KCS / BTC";"0 KCS";"0.1 BTC";"03/07/2020";"";"-9.322";"-4.17";"+5.152";"12 trades";"20";"GRAPHS/421.png"
"422";"WARDRUNA (9-10 TRADES PR YEAR)";"https://platform.kryll.io/marketplace/5eeeb9364e493f065ff1a698";"VERSION 3";"";"BTC / USDT";"0 BTC";"500 USDT";"03/07/2020";"";"+1.437";"0.00";"-1.437";"Aucun trade";"10";"GRAPHS/422.png"
"423";"WARDRUNA (9-10 TRADES PR YEAR)";"https://platform.kryll.io/marketplace/5eeeb9364e493f065ff1a698";"VERSION 3";"";"BTC / USDC";"0 BTC";"500 USDC";"03/07/2020";"";"+1.525";"0.00";"-1.525";"Aucun trade";"10";"GRAPHS/423.png"
"424";"THE 🚀🚀 SINGULARITY 🚀🚀 V16 WITHOUT PIGGY";"https://platform.kryll.io/marketplace/5d790342bc0d70cb212e5970";"VERSION 5";"";"KCS / BTC";"0 KCS";"0.1 BTC";"03/07/2020";"";"-9.425";"-16.515";"-7.09";"15 trades";"40";"GRAPHS/424.png"
"425";"THE 🚀🚀 SINGULARITY 🚀🚀 V16 WITHOUT PIGGY";"https://platform.kryll.io/marketplace/5d790342bc0d70cb212e5970";"VERSION 5";"";"KCS / ETH";"0 KCS";"2.5 ETH";"03/07/2020";"";"-13.137";"-10.695";"+2.443";"17 trades";"41";"GRAPHS/425.png"
"426";"DOGE CONQUEROR";"https://platform.kryll.io/marketplace/5e8a6f2287bb08d3d67b81ad";"VERSION 3";"";"DOGE / USDT";"0 DOGE";"500 USDT";"03/07/2020";"";"+62.953";"+45.408";"-17.545";"6 trades";"12";"GRAPHS/426.png"
"427";"MONACOIN";"https://platform.kryll.io/marketplace/5e2baaa59fbd887eee7085a9";"VERSION 2";"";"MONA / BTC";"0 MONA";"0.1 BTC";"03/07/2020";"";"+0.723";"-2.71";"-3.433";"1 trade";"93";"GRAPHS/427.png"
"428";"GOLEM ROCK";"https://platform.kryll.io/marketplace/5c9fee2435549e1c08073b35";"VERSION 3";"";"GNT / BTC";"0 GNT";"0.1 BTC";"03/07/2020";"";"+5.223";"+3.048";"-2.175";"1 trade";"11";"GRAPHS/428.png"
"429";"GOLEM ROCK";"https://platform.kryll.io/marketplace/5c9fee2435549e1c08073b35";"VERSION 3";"";"GNT / ETH";"0 GNT";"2.5 ETH";"03/07/2020";"";"+1.115";"+0.04";"-1.075";"1 trade";"10";"GRAPHS/429.png"
"430";"DOGE PUMP";"https://platform.kryll.io/marketplace/5cb9234347761919e7651f04";"VERSION 4";"";"DOGE / BTC";"0 DOGE";"0.1 BTC";"03/07/2020";"";"+53.692";"0.00";"-53.692";"Aucun trade";"10";"GRAPHS/430.png"
"431";"LTC/BNB";"https://platform.kryll.io/marketplace/5d6f9ccf378df2049f9fd3fe";"VERSION 3";"";"LTC / BNB";"0 LTC";"50 BNB";"03/07/2020";"";"-8.053";"-4.693";"+3.36";"5 trades";"12";"GRAPHS/431.png"
"432";"KOMODO BTC";"https://platform.kryll.io/marketplace/5d10d1482c832078e8301c1a";"VERSION 2";"";"KMD / BTC";"0 KMD";"0.1 BTC";"03/07/2020";"";"+12.81";"0.00";"-12.81";"Aucun trade";"11";"GRAPHS/432.png"
"433";"NO STRESS STRATEGY SERIE BAT/BNB";"https://platform.kryll.io/marketplace/5d6d80bf226a3a713c664857";"VERSION 1";"";"BAT / BNB";"0 BAT";"50 BNB";"03/07/2020";"";"-12.30";"-0.087";"+12.213";"1 trade";"10";"GRAPHS/433.png"
"434";"LEONIDAS TRADE BITCOIN FOR YOU";"https://platform.kryll.io/marketplace/5d8a89e944e25083221f0395";"VERSION 5";"";"BTC / USDT";"0 BTC";"500 USDT";"03/07/2020";"";"+1.444";"+0.871";"-0.573";"1 trade";"10";"GRAPHS/434.png"
"435";"GAME OF CRYPTO BAT/BTC";"https://platform.kryll.io/marketplace/5cd5bd60a3382008d5def700";"VERSION 2";"";"BAT / BTC";"0 BAT";"0.1 BTC";"03/07/2020";"";"+2.886";"+1.054";"-1.832";"1 trade";"12";"GRAPHS/435.png"
"436";"CRYPTO.COM";"https://platform.kryll.io/marketplace/5d1b293e9d822e431363ee55";"VERSION 3";"";"MCO / BTC";"0 MCO";"0.1 BTC";"03/07/2020";"";"-3.747";"-2.907";"+0.84";"1 trade";"10";"GRAPHS/436.png"
"437";"CRYPTO.COM";"https://platform.kryll.io/marketplace/5d1b293e9d822e431363ee55";"VERSION 3";"";"MCO / ETH";"0 MCO";"2.5 ETH";"03/07/2020";"";"-7.521";"+0.358";"+7.879";"1 trade";"10";"GRAPHS/437.png"
"438";"ZORRO ZEC/TUSD";"https://platform.kryll.io/marketplace/5cf65ae8a9c12619275f37ca";"VERSION 1";"";"ZEC / TUSD";"0 BTC";"500 USDT";"03/07/2020";"";"+1.461";"+0.365";"-1.096";"1 trade";"10";"GRAPHS/438.png"
"439";"ZORRO ZEC/TUSD";"https://platform.kryll.io/marketplace/5cf65ae8a9c12619275f37ca";"VERSION 1";"";"BAT / TUSD";"0 BTC";"500 USDT";"03/07/2020";"";"+1.538";"+0.385";"-1.154";"1 trade";"10";"GRAPHS/439.png"
"440";"BCD THETA-BTC";"https://platform.kryll.io/marketplace/5ecedef4108ec77f73b1a8b1";"VERSION 1";"";"THETA / BTC";"0 THETA";"0.1 BTC";"03/07/2020";"";"+24.042";"+9.337";"-14.705";"12 trades";"14";"GRAPHS/440.png"
"441";"BCD THETA-BTC";"https://platform.kryll.io/marketplace/5ecedef4108ec77f73b1a8b1";"VERSION 1";"";"THETA / ETH";"0 THETA";"2.5 ETH";"03/07/2020";"";"+18.816";"+8.112";"-10.704";"13 trades";"12";"GRAPHS/441.png"
"442";"BRD STRAT";"https://platform.kryll.io/marketplace/5d001221f2c4c06a544c10e4";"VERSION 4";"";"BRD / BTC";"0 BRD";"0.1 BTC";"03/07/2020";"";"+13.615";"0.00";"-13.615";"Aucun trade";"12";"GRAPHS/442.png"
"443";"2000% SUPER HOLDER";"https://platform.kryll.io/marketplace/5d0515baf178296b54302af9";"VERSION 1";"";"BTC / USDT";"0 BTC";"500 USDT";"03/07/2020";"";"+1.472";"-2.064";"-3.536";"1 trade";"12";"GRAPHS/443.png"
"444";"2000% SUPER HOLDER";"https://platform.kryll.io/marketplace/5d0515baf178296b54302af9";"VERSION 1";"";"ETH / USDT";"0 ETH";"500 USDT";"03/07/2020";"";"+5.707";"+2.94";"-2.767";"1 trade";"12";"GRAPHS/444.png"
"445";"2000% SUPER HOLDER";"https://platform.kryll.io/marketplace/5d0515baf178296b54302af9";"VERSION 1";"";"XRP / USDT";"0 XRP";"500 USDT";"03/07/2020";"";"+14.749";"+9.134";"-5.615";"1 trade";"13";"GRAPHS/445.png"
"446";"2000% SUPER HOLDER";"https://platform.kryll.io/marketplace/5d0515baf178296b54302af9";"VERSION 1";"";"BCH / USDT";"0 BCH";"500 USDT";"03/07/2020";"";"+7.514";"+2.352";"-5.162";"1 trade";"12";"GRAPHS/446.png"
"447";"2000% SUPER HOLDER";"https://platform.kryll.io/marketplace/5d0515baf178296b54302af9";"VERSION 1";"";"LTC / USDT";"0 LTC";"500 USDT";"03/07/2020";"";"+9.386";"+4.60";"-4.787";"1 trade";"15";"GRAPHS/447.png"
"448";"2000% SUPER HOLDER";"https://platform.kryll.io/marketplace/5d0515baf178296b54302af9";"VERSION 1";"";"BNB / USDT";"0 BNB";"500 USDT";"03/07/2020";"";"+18.949";"+14.608";"-4.34";"1 trade";"13";"GRAPHS/448.png"
"449";"2000% SUPER HOLDER";"https://platform.kryll.io/marketplace/5d0515baf178296b54302af9";"VERSION 1";"";"ADA / USDT";"0 ADA";"500 USDT";"03/07/2020";"";"+29.989";"+29.799";"-0.19";"1 trade";"11";"GRAPHS/449.png"
"450";"2000% SUPER HOLDER";"https://platform.kryll.io/marketplace/5d0515baf178296b54302af9";"VERSION 1";"";"XMR / USDT";"0 XMR";"500 USDT";"03/07/2020";"";"+5.088";"-0.251";"-5.339";"5 trades";"13";"GRAPHS/450.png"
"451";"2000% SUPER HOLDER";"https://platform.kryll.io/marketplace/5d0515baf178296b54302af9";"VERSION 1";"";"DASH / USDT";"0 DASH";"500 USDT";"03/07/2020";"";"+8.283";"+2.949";"-5.334";"1 trade";"12";"GRAPHS/451.png"
"452";"2000% SUPER HOLDER";"https://platform.kryll.io/marketplace/5d0515baf178296b54302af9";"VERSION 1";"";"BNB / BTC";"0 BNB";"0.1 BTC";"03/07/2020";"";"+17.28";"+13.152";"-4.128";"1 trade";"13";"GRAPHS/452.png"
